Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Country_of_Origin,Black_owned
Ultra Highlighter,Urban Decay,Eyeliner,83.77,1.4,1016,Italy,False
Perfect Lip Liner,Yves Saint Laurent,Concealer,134.07,1.9,6866,Australia,True
Ultra Concealer,Kylie Cosmetics,Lipstick,140.9,1.4,7245,Australia,False
Perfect Exfoliator,Danessa Myricks,Eyeliner,11.0,1.9,7462,France,True
Perfect Cleanser,Natasha Denona,CC Cream,32.35,4.4,5291,Germany,True
Magic Lip Gloss,Laura Mercier,Makeup Remover,88.22,4.3,6544,South Korea,True
Divine Face Oil,RMS Beauty,Face Mask,66.93,2.5,1434,Italy,False
Ultra Lip Liner,IT Cosmetics,Serum,111.83,2.1,9196,Japan,True
Ultra CC Cream,Fenty Beauty,Blush,121.78,3.4,4912,France,True
Divine Eye Shadow,Too Faced,Mascara,106.65,4.7,7780,Germany,False
Perfect Powder,Charlotte Tilbury,Primer,48.9,4.0,4048,USA,False
Perfect Concealer,Laura Mercier,Eyeliner,56.72,3.8,8256,Germany,True
Ultra Lip Liner,NARS,Face Oil,117.14,2.2,9995,USA,True
Magic Makeup Remover,Hourglass,Lip Liner,20.01,4.8,9220,Australia,False
Super CC Cream,Sisley,Setting Spray,53.17,2.2,9095,Italy,True
Super CC Cream,Bobby Brown,CC Cream,11.04,2.8,1312,USA,True
Ultra Face Oil,Urban Decay,Lip Gloss,87.83,4.3,1054,UK,False
Ultra Moisturizer,Juvia’s Place,Setting Spray,44.16,4.3,334,South Korea,True
Super Blush,Pat McGrath Labs,BB Cream,106.8,2.9,5425,Germany,True
Ultra Cleanser,Laura Mercier,Lipstick,139.59,4.6,8851,Australia,True
Perfect Lipstick,Milk Makeup,Highlighter,111.5,1.9,8406,USA,False
Perfect Primer,Anastasia Beverly Hills,Face Mask,57.82,1.5,4529,France,False
Divine Cleanser,Huda Beauty,Mascara,83.44,2.1,529,Australia,True
Ultra BB Cream,IT Cosmetics,Primer,116.52,1.8,3518,UK,True
Magic Concealer,Urban Decay,Eyeliner,43.79,2.9,7457,UK,False
Divine Face Oil,Bobby Brown,Eyeliner,79.89,1.5,6122,USA,True
Super Contour,Clinique,Lip Gloss,89.47,4.8,4631,UK,True
Perfect Highlighter,Clinique,Eyeliner,130.02,1.8,7009,UK,True
Divine Serum,Fenty Beauty,BB Cream,17.79,5.0,8271,Australia,True
Ultra Exfoliator,Bite Beauty,Makeup Remover,122.87,2.2,8094,UK,False
Ultra CC Cream,NARS,BB Cream,28.59,4.9,8908,Australia,True
Magic Setting Spray,Glossier,Foundation,22.64,1.3,7596,Italy,True
Super Contour,Ilia Beauty,Highlighter,37.01,2.7,7495,USA,True
Ultra Primer,Patrick Ta,Face Oil,39.63,2.3,5129,USA,True
Super Mascara,Milk Makeup,Eye Shadow,61.35,4.7,7708,Italy,False
Super Serum,Make Up For Ever,Mascara,39.16,1.7,1567,France,True
Super Lip Liner,Morphe,Bronzer,132.26,4.6,4662,UK,True
Super CC Cream,Clinique,Blush,85.72,2.8,4321,South Korea,True
Perfect Mascara,Sisley,Cleanser,51.45,3.9,2520,South Korea,True
Super Setting Spray,Make Up For Ever,BB Cream,147.48,4.8,4489,USA,True
Perfect Blush,Tarte,Setting Spray,35.41,2.0,7046,Italy,False
Perfect Lip Liner,Natasha Denona,Bronzer,97.93,3.6,691,USA,True
Magic Mascara,Becca,Moisturizer,78.49,1.5,1115,South Korea,True
Ultra Makeup Remover,Milk Makeup,Lipstick,47.8,4.2,6697,USA,False
Magic BB Cream,Kiehl’s,Mascara,129.65,4.2,3331,South Korea,True
Divine Face Mask,Patrick Ta,Contour,36.16,3.3,5097,Japan,True
Magic Face Oil,Morphe,BB Cream,29.51,2.8,3379,Germany,True
Perfect Moisturizer,Hourglass,Primer,106.44,1.2,9969,UK,False
Super Eyeliner,Huda Beauty,Serum,22.75,4.5,3089,France,True
Super Foundation,Morphe,Eye Shadow,24.97,2.9,6889,Australia,True
Perfect Bronzer,Juvia’s Place,Moisturizer,87.57,3.4,5416,Australia,True
Magic Eyeliner,Milk Makeup,Makeup Remover,111.81,2.4,2923,Italy,False
Divine CC Cream,Ilia Beauty,Lip Gloss,149.26,4.3,8382,Italy,True
Perfect Bronzer,Laura Mercier,Lipstick,81.07,4.4,1312,USA,True
Divine BB Cream,Milk Makeup,Eyeliner,99.95,2.4,8772,Germany,False
Super Eyeliner,Yves Saint Laurent,Moisturizer,135.15,3.6,1758,UK,True
Divine Concealer,Rare Beauty,Highlighter,54.49,1.5,339,South Korea,True
Perfect Blush,Tatcha,Lip Liner,12.11,5.0,537,Australia,False
Perfect Powder,Yves Saint Laurent,CC Cream,31.08,5.0,4524,UK,True
Divine Powder,Tarte,Foundation,51.51,1.6,6131,Japan,False
Magic Lipstick,Too Faced,Lipstick,101.79,2.6,7950,Australia,False
Ultra Serum,Rare Beauty,Face Mask,21.15,4.7,9144,South Korea,True
Ultra Lipstick,E.l.f.,Cleanser,126.67,2.5,6135,UK,True
Magic Moisturizer,Clinique,Contour,140.74,2.5,6121,Italy,True
Divine Blush,Yves Saint Laurent,Contour,26.06,1.7,5191,Italy,True
Super Foundation,Drunk Elephant,Concealer,89.31,1.5,2852,USA,False
Super Concealer,Bite Beauty,Lipstick,47.55,2.4,6671,Japan,False
Divine Powder,Make Up For Ever,BB Cream,89.96,2.6,6861,USA,True
Ultra Serum,Kiehl’s,Concealer,53.32,1.9,2829,UK,True
Divine Primer,Ilia Beauty,Blush,114.33,1.8,376,Germany,True
Divine BB Cream,Milk Makeup,Exfoliator,148.46,2.3,2435,South Korea,False
Perfect Bronzer,Drunk Elephant,Lip Liner,31.62,3.9,1500,France,False
Ultra Blush,Hourglass,Lipstick,29.54,4.6,9214,Germany,False
Magic Face Mask,Juvia’s Place,Lip Liner,94.58,2.3,6458,Italy,True
Perfect Face Mask,Patrick Ta,Eyeliner,38.33,2.9,9149,France,True
Ultra Primer,Danessa Myricks,Lip Liner,127.13,1.5,8245,Australia,True
Divine Lip Gloss,Clinique,Blush,16.73,1.3,382,Italy,True
Divine Moisturizer,Morphe,Lip Liner,11.32,4.3,2519,Italy,True
Magic Powder,Ilia Beauty,Highlighter,35.42,2.3,3868,Italy,True
Ultra BB Cream,Becca,Concealer,24.26,2.8,2277,Germany,True
Super Exfoliator,E.l.f.,Foundation,71.84,3.4,4591,UK,True
Super Makeup Remover,Drunk Elephant,Setting Spray,115.04,2.2,4669,USA,False
Magic Makeup Remover,Rare Beauty,Concealer,61.02,4.1,7239,France,True
Ultra Eye Shadow,Patrick Ta,Blush,115.05,1.9,5267,Italy,True
Super Lip Gloss,Pat McGrath Labs,Serum,23.51,2.8,4183,UK,True
Divine Powder,Sisley,Lipstick,36.31,1.9,9806,Germany,True
Ultra Bronzer,Perricone MD,Eyeliner,32.07,2.4,690,USA,False
Ultra Eyeliner,Yves Saint Laurent,Serum,137.28,3.4,9885,South Korea,True
Perfect Powder,Fenty Beauty,Foundation,100.7,3.8,7715,South Korea,True
Ultra Eye Shadow,Milk Makeup,Eye Shadow,32.84,3.6,6073,UK,False
Super CC Cream,KVD Beauty,Serum,49.83,2.3,725,Italy,True
Magic Face Mask,Becca,Lipstick,80.51,4.1,6902,Germany,True
Magic CC Cream,Kylie Cosmetics,Moisturizer,90.58,4.6,4690,South Korea,False
Ultra Serum,Hourglass,Concealer,113.81,4.1,181,Germany,False
Divine Face Mask,Anastasia Beverly Hills,Cleanser,36.36,1.8,1471,South Korea,False
Super Blush,Kiehl’s,Highlighter,49.32,1.8,9000,Australia,True
Magic Makeup Remover,E.l.f.,Serum,129.46,3.4,3460,Australia,True
Divine Eyeliner,Bobby Brown,Serum,48.91,3.9,7679,Germany,True
Divine Powder,Becca,Powder,12.74,4.5,3674,Italy,True
Super Makeup Remover,Bite Beauty,Setting Spray,28.42,4.7,2195,Japan,False
Ultra CC Cream,Fenty Beauty,CC Cream,147.25,1.1,7349,France,True
Super Bronzer,Juvia’s Place,Cleanser,44.56,1.8,2590,UK,True
Perfect Powder,Anastasia Beverly Hills,Lipstick,112.24,2.4,3224,Germany,False
Divine Highlighter,Tatcha,Lip Liner,60.41,1.2,4366,France,False
Super Cleanser,Glossier,Makeup Remover,98.98,1.7,5006,Germany,True
Super BB Cream,Charlotte Tilbury,Foundation,129.57,2.2,6559,Australia,False
Ultra Bronzer,Bobby Brown,Lipstick,43.56,4.2,9244,Australia,True
Divine Eye Shadow,Charlotte Tilbury,Face Oil,88.84,2.3,6043,UK,False
Super Eyeliner,Hourglass,Highlighter,128.72,1.4,8604,Italy,False
Divine Serum,Fenty Beauty,Contour,148.71,4.8,1709,UK,True
Magic Contour,KVD Beauty,Cleanser,130.54,2.3,8125,Germany,True
Ultra Lip Liner,Glossier,Lip Liner,107.36,4.5,9092,Australia,True
Divine Highlighter,Shiseido,Concealer,30.59,4.6,2026,Germany,True
Magic Makeup Remover,Patrick Ta,Face Oil,98.87,4.9,2655,Japan,True
Super Powder,Bite Beauty,Foundation,30.64,3.1,684,USA,False
Ultra Powder,E.l.f.,Foundation,137.54,2.8,2093,Germany,True
Divine CC Cream,Drunk Elephant,Powder,37.23,4.5,4106,Japan,False
Super Lip Liner,Fenty Beauty,Lip Liner,127.41,4.0,235,Japan,True
Magic Face Mask,Pat McGrath Labs,Lip Gloss,19.83,2.7,8129,Italy,True
Magic Lipstick,Pat McGrath Labs,CC Cream,70.76,5.0,9477,South Korea,True
Ultra CC Cream,Urban Decay,Concealer,148.43,3.7,2067,Japan,False
Ultra Lipstick,RMS Beauty,Powder,57.59,1.9,1073,Japan,False
Perfect Cleanser,Tarte,Mascara,37.58,3.7,5088,Italy,False
Magic Mascara,Pat McGrath Labs,Blush,133.87,4.7,1303,Germany,True
Magic Exfoliator,IT Cosmetics,CC Cream,24.12,4.7,9312,Germany,True
Super Blush,Yves Saint Laurent,CC Cream,59.21,2.1,7796,France,True
Magic Moisturizer,ColourPop,Eye Shadow,99.99,1.5,3102,France,False
Ultra Lipstick,Fenty Beauty,Lip Gloss,118.7,3.5,8541,Germany,True
Magic Bronzer,Kylie Cosmetics,Exfoliator,116.63,4.5,3539,South Korea,False
Magic Cleanser,E.l.f.,Bronzer,40.37,2.1,3236,USA,True
Magic Powder,KVD Beauty,Moisturizer,112.82,4.9,5652,USA,True
Super Concealer,Bite Beauty,Lipstick,133.31,1.2,7883,Australia,False
Super Cleanser,Huda Beauty,Serum,84.25,2.0,4860,Germany,True
Super Foundation,Clinique,Eye Shadow,29.53,2.9,9230,Australia,True
Magic Blush,Clinique,Moisturizer,109.18,3.9,5176,USA,True
Ultra Setting Spray,Danessa Myricks,Highlighter,24.32,4.0,6443,Germany,True
Ultra Bronzer,Perricone MD,Moisturizer,96.05,3.6,1071,UK,False
Ultra BB Cream,Farsali,Contour,63.63,4.1,8203,South Korea,True
Perfect Blush,NARS,Eyeliner,18.11,1.2,5495,South Korea,True
Perfect Lipstick,Fenty Beauty,Eyeliner,123.44,3.5,9559,USA,True
Magic Face Oil,Rare Beauty,Moisturizer,90.56,2.0,5080,UK,True
Super BB Cream,Farsali,Foundation,113.9,1.0,4460,Italy,True
Super Eyeliner,Clinique,Eyeliner,144.7,3.7,7851,Australia,True
Ultra Bronzer,Shiseido,Face Oil,35.6,2.6,3560,Germany,True
Ultra Bronzer,Juvia’s Place,Makeup Remover,133.4,2.6,6591,Australia,True
Divine Lip Gloss,Tarte,Blush,82.78,1.3,4236,Italy,False
Magic Lip Gloss,Bourjois,Lip Gloss,32.47,3.4,3545,South Korea,True
Divine Makeup Remover,Too Faced,Face Mask,23.4,4.8,6434,South Korea,False
Ultra Setting Spray,Drunk Elephant,Face Mask,25.27,2.6,4813,USA,False
Ultra Serum,Juvia’s Place,Exfoliator,134.85,2.8,6463,UK,True
Divine Lip Liner,Fenty Beauty,Exfoliator,33.34,1.8,9893,Australia,True
Divine Exfoliator,Bobby Brown,Eyeliner,145.38,3.1,5162,France,True
Divine Face Oil,Shiseido,Serum,23.04,1.2,6588,USA,True
Super Moisturizer,Danessa Myricks,Serum,43.68,4.5,55,Germany,True
Divine Face Mask,Anastasia Beverly Hills,Lip Liner,12.29,2.6,6657,UK,False
Magic Face Oil,NARS,Face Oil,25.58,2.2,9352,Australia,True
Super Makeup Remover,Juvia’s Place,Powder,89.16,3.5,1265,Japan,True
Perfect Bronzer,Kiehl’s,Lipstick,106.11,3.5,6960,USA,True
Super Highlighter,Yves Saint Laurent,Makeup Remover,141.56,5.0,8957,South Korea,True
Divine Foundation,Becca,Moisturizer,11.59,4.2,8492,South Korea,True
Ultra Setting Spray,Urban Decay,Foundation,112.79,3.3,2509,South Korea,False
Perfect Concealer,Morphe,Mascara,54.79,4.3,6843,Italy,True
Super Face Oil,Danessa Myricks,Moisturizer,33.76,3.1,6843,France,True
Divine BB Cream,Perricone MD,CC Cream,14.38,1.5,2838,USA,False
Ultra Moisturizer,KVD Beauty,Foundation,16.1,1.7,6859,South Korea,True
Super Face Oil,Yves Saint Laurent,Mascara,43.91,2.2,960,UK,True
Divine Lip Liner,Milk Makeup,CC Cream,111.11,3.2,1499,Italy,False
Divine Lip Liner,Danessa Myricks,Lip Liner,63.02,2.0,1918,South Korea,True
Perfect Highlighter,Charlotte Tilbury,Primer,42.8,2.8,6777,UK,False
Magic Blush,Glossier,Bronzer,24.91,2.9,8190,Australia,True
Super Highlighter,Bourjois,Exfoliator,95.93,1.9,6203,Italy,True
Ultra Blush,Bobby Brown,Makeup Remover,108.56,4.2,3024,South Korea,True
Perfect Face Mask,Tarte,Eyeliner,103.61,4.7,4377,South Korea,False
Ultra CC Cream,Glossier,Setting Spray,57.53,4.5,2370,Australia,True
Divine Lipstick,Natasha Denona,Lip Liner,66.53,4.0,9039,Australia,True
Divine Face Mask,Pat McGrath Labs,Exfoliator,90.31,4.1,3887,Italy,True
Super Face Mask,Bourjois,BB Cream,89.98,4.6,814,Japan,True
Super Powder,NARS,Moisturizer,43.7,2.0,9885,France,True
Divine Makeup Remover,RMS Beauty,Eyeliner,30.7,3.3,1003,Italy,False
Ultra Concealer,Kylie Cosmetics,Moisturizer,97.36,2.3,7408,Australia,False
Perfect Serum,Milk Makeup,Highlighter,25.39,2.6,3503,South Korea,False
Divine Serum,Natasha Denona,Contour,142.55,1.9,3111,UK,True
Ultra Mascara,Farsali,Lip Gloss,48.89,2.7,3328,France,True
Magic Highlighter,Fenty Beauty,Highlighter,97.79,1.2,8948,USA,True
Divine Blush,Patrick Ta,Makeup Remover,69.24,3.5,5546,Italy,True
Perfect Bronzer,Milk Makeup,Face Oil,65.12,2.4,4388,Australia,False
Perfect BB Cream,Clinique,Face Mask,92.49,1.4,2041,France,True
Magic Concealer,Kylie Cosmetics,Makeup Remover,29.27,4.0,971,South Korea,False
Magic Mascara,Kiehl’s,Face Oil,68.62,1.6,9833,South Korea,True
Divine Setting Spray,IT Cosmetics,Lipstick,99.49,2.9,2521,Japan,True
Ultra Cleanser,Too Faced,Powder,16.37,4.7,94,USA,False
Magic Bronzer,Laura Mercier,BB Cream,96.38,3.3,8718,Japan,True
Magic Makeup Remover,Shiseido,Setting Spray,61.46,1.3,6340,USA,True
Magic Lip Gloss,E.l.f.,Powder,122.96,4.8,9340,France,True
Ultra Lipstick,Danessa Myricks,Eyeliner,66.14,4.4,7049,USA,True
Ultra Eye Shadow,Glossier,Lipstick,97.72,2.3,6131,Italy,True
Divine Lip Gloss,Laura Mercier,Lip Liner,149.93,3.6,5123,South Korea,True
Super Lipstick,Pat McGrath Labs,Cleanser,127.29,4.7,2266,Japan,True
Divine Makeup Remover,Kylie Cosmetics,Moisturizer,30.21,2.1,5489,South Korea,False
Divine Contour,Urban Decay,Face Mask,15.71,2.2,5653,Japan,False
Perfect Exfoliator,Juvia’s Place,Eye Shadow,50.78,4.6,920,UK,True
Ultra Moisturizer,E.l.f.,Blush,114.24,1.4,961,Germany,True
Perfect Face Mask,Laura Mercier,Lipstick,69.9,4.0,9286,South Korea,True
Divine Lipstick,ColourPop,Lip Gloss,99.36,1.3,6809,France,False
Divine Powder,Drunk Elephant,Lip Gloss,102.02,2.6,9806,Japan,False
Magic Contour,Charlotte Tilbury,Concealer,77.23,4.1,796,USA,False
Ultra Eye Shadow,Glossier,Lip Liner,93.23,3.9,3402,Australia,True
Magic Eyeliner,Becca,Concealer,94.38,3.6,7647,UK,True
Magic Concealer,Bite Beauty,Cleanser,34.06,2.1,9930,South Korea,False
Super Concealer,Juvia’s Place,Face Oil,148.14,4.5,4749,Italy,True
Divine Lipstick,Shiseido,Bronzer,23.86,3.5,7470,Australia,True
Magic Face Oil,Bobby Brown,Bronzer,86.85,3.4,845,Italy,True
Ultra Powder,Urban Decay,Blush,109.19,2.3,5592,South Korea,False
Perfect Exfoliator,Milk Makeup,Moisturizer,43.56,4.5,3614,Italy,False
Magic Lip Gloss,Laura Mercier,Lipstick,39.46,2.2,2382,Germany,True
Perfect Serum,Yves Saint Laurent,Setting Spray,45.71,3.6,1155,Italy,True
Magic Concealer,Patrick Ta,Contour,149.43,2.2,8647,Italy,True
Super Moisturizer,Fenty Beauty,Face Oil,55.92,1.2,2764,South Korea,True
Super Concealer,Bobby Brown,Cleanser,129.68,4.1,3820,USA,True
Super BB Cream,Bite Beauty,Face Mask,33.88,4.6,2417,Japan,False
Super Eye Shadow,Make Up For Ever,Exfoliator,81.45,1.6,8686,Italy,True
Super Exfoliator,Danessa Myricks,Blush,147.61,1.2,1075,UK,True
Ultra Foundation,Kylie Cosmetics,Face Mask,107.06,4.4,1168,Japan,False
Divine Exfoliator,Sisley,Cleanser,98.14,4.5,271,Italy,True
Perfect Eye Shadow,Fenty Beauty,Eye Shadow,121.31,2.9,9280,South Korea,True
Ultra Exfoliator,ColourPop,Serum,128.43,1.0,1261,Italy,False
Magic Cleanser,Becca,Concealer,98.04,3.9,6353,France,True
Magic Lip Liner,Milk Makeup,Mascara,121.18,3.7,7439,Japan,False
Ultra Cleanser,KVD Beauty,Concealer,138.55,3.2,9997,USA,True
Super Contour,Bobby Brown,Makeup Remover,33.9,4.8,7685,USA,True
Perfect Face Oil,IT Cosmetics,Lip Liner,80.45,1.9,8307,USA,True
Perfect Contour,Yves Saint Laurent,Primer,20.65,3.5,8045,Australia,True
Divine Bronzer,Bite Beauty,Blush,37.78,3.5,9725,UK,False
Divine Powder,NARS,Makeup Remover,21.54,1.6,4286,France,True
Ultra Powder,Morphe,Primer,65.09,1.8,483,Germany,True
Ultra Serum,Charlotte Tilbury,Concealer,97.74,2.6,8719,Italy,False
Ultra Eyeliner,Farsali,Foundation,143.36,2.6,2509,Germany,True
Perfect Serum,Yves Saint Laurent,Bronzer,89.81,1.0,9943,UK,True
Super Blush,Morphe,Serum,87.43,3.6,9452,Italy,True
Perfect Makeup Remover,Too Faced,Serum,86.21,1.7,4765,UK,False
Divine Primer,Patrick Ta,BB Cream,125.45,4.2,4773,Japan,True
Ultra Makeup Remover,Patrick Ta,Makeup Remover,34.15,1.0,1815,USA,True
Super Setting Spray,Becca,Contour,69.29,3.2,4237,Japan,True
Divine Powder,Perricone MD,Face Oil,94.78,1.7,5533,France,False
Divine Concealer,Kylie Cosmetics,Mascara,42.33,3.9,1842,Japan,False
Ultra Lip Gloss,Shiseido,Cleanser,110.36,4.9,2455,South Korea,True
Super Blush,Drunk Elephant,Makeup Remover,41.49,2.6,6116,Australia,False
Perfect Primer,Fenty Beauty,Primer,82.53,3.2,9436,France,True
Magic Blush,Anastasia Beverly Hills,Setting Spray,147.3,3.0,963,Japan,False
Ultra Lip Gloss,Tatcha,Powder,83.86,2.1,8817,France,False
Ultra Contour,Sisley,Exfoliator,87.19,2.8,67,South Korea,True
Divine Makeup Remover,Rare Beauty,BB Cream,93.01,1.5,8928,UK,True
Ultra Mascara,Anastasia Beverly Hills,Lip Liner,27.67,4.6,660,Japan,False
Magic Bronzer,Tatcha,Foundation,145.26,4.9,8816,Australia,False
Ultra Concealer,ColourPop,Face Oil,138.96,2.4,2324,Italy,False
Magic Bronzer,Rare Beauty,Setting Spray,48.02,2.4,5441,Australia,True
Divine Concealer,Yves Saint Laurent,Primer,66.75,3.5,5470,Japan,True
Perfect Makeup Remover,Kiehl’s,Bronzer,70.82,3.6,4861,UK,True
Divine Lip Liner,Make Up For Ever,Contour,78.61,3.2,3664,Australia,True
Super Primer,Kylie Cosmetics,Face Mask,99.31,3.2,8505,USA,False
Super Eye Shadow,Tatcha,BB Cream,46.91,4.1,7746,Italy,False
Super Face Mask,Farsali,Cleanser,83.11,3.6,697,Australia,True
Magic Eyeliner,NARS,Blush,65.66,4.6,3392,France,True
Ultra CC Cream,Bite Beauty,Concealer,139.0,5.0,8317,Japan,False
Perfect Face Mask,Natasha Denona,Concealer,79.87,2.2,3783,Japan,True
Perfect Exfoliator,Kylie Cosmetics,Moisturizer,29.67,2.7,2128,France,False
Super Face Oil,Farsali,Foundation,61.25,1.2,2026,USA,True
Perfect Face Mask,Charlotte Tilbury,CC Cream,26.61,4.9,8961,Italy,False
Divine Mascara,Milk Makeup,Mascara,87.27,2.5,213,Germany,False
Perfect Bronzer,Laura Mercier,Makeup Remover,127.01,3.9,3968,Italy,True
Super Foundation,NARS,Foundation,97.53,4.3,2499,Australia,True
Ultra Highlighter,IT Cosmetics,Primer,119.86,1.8,5175,South Korea,True
Ultra Powder,Sisley,Lip Liner,28.26,3.9,9271,Australia,True
Super Lip Gloss,IT Cosmetics,Bronzer,122.45,1.7,4021,UK,True
Divine Eye Shadow,NARS,Eye Shadow,47.75,2.5,6978,Japan,True
Magic Highlighter,Tatcha,Serum,28.37,2.9,8828,UK,False
Super Highlighter,Clinique,Lip Gloss,106.86,1.5,3184,UK,True
Divine Setting Spray,Farsali,Foundation,55.49,1.9,2574,UK,True
Magic BB Cream,E.l.f.,Mascara,16.4,3.8,9712,Italy,True
Perfect Foundation,ColourPop,Serum,72.78,3.3,2107,Australia,False
Divine Highlighter,Tatcha,Blush,81.24,3.9,2154,South Korea,False
Ultra Eyeliner,Bite Beauty,Moisturizer,103.16,2.9,8778,Japan,False
Divine Face Mask,Urban Decay,Eye Shadow,126.3,1.5,9692,Germany,False
Divine Makeup Remover,NARS,Eye Shadow,33.71,4.0,1817,Japan,True
Ultra Foundation,NARS,Lipstick,96.81,2.9,2389,USA,True
Super Powder,Juvia’s Place,Contour,108.25,1.1,1222,Italy,True
Ultra Highlighter,Kylie Cosmetics,Blush,48.13,4.8,4317,UK,False
Divine Lipstick,Urban Decay,Powder,48.95,1.4,5669,Japan,False
Divine Makeup Remover,Pat McGrath Labs,Serum,34.56,2.5,8241,Italy,True
Super Contour,Shiseido,Face Oil,135.28,2.7,4942,France,True
Divine Bronzer,Huda Beauty,CC Cream,15.28,2.9,7022,Italy,True
Ultra Serum,Morphe,Highlighter,39.35,4.9,2565,USA,True
Ultra Cleanser,Bobby Brown,Highlighter,90.12,4.7,262,Australia,True
Divine Moisturizer,Fenty Beauty,Face Oil,106.07,3.2,3222,USA,True
Perfect Moisturizer,Anastasia Beverly Hills,Moisturizer,35.87,2.0,8805,UK,False
Perfect CC Cream,Tatcha,Contour,137.27,4.8,3982,South Korea,False
Divine Face Oil,KVD Beauty,Contour,28.7,2.1,9170,Japan,True
Perfect Eye Shadow,Rare Beauty,Serum,23.41,3.6,2937,South Korea,True
Perfect Lip Gloss,Perricone MD,Makeup Remover,102.79,1.5,6675,France,False
Divine Bronzer,Sisley,Lip Gloss,21.23,1.3,5530,UK,True
Divine Exfoliator,NARS,Concealer,78.78,2.3,9604,Germany,True
Super Setting Spray,Juvia’s Place,Lip Liner,18.32,1.4,6825,UK,True
Super Lip Gloss,Juvia’s Place,Moisturizer,29.78,1.1,1344,France,True
Magic Face Oil,RMS Beauty,Lip Gloss,111.74,4.3,9428,Italy,False
Ultra Bronzer,Pat McGrath Labs,Bronzer,101.66,2.5,5619,USA,True
Perfect CC Cream,NARS,Lip Gloss,56.0,4.9,6267,Italy,True
Ultra Lip Gloss,Farsali,Blush,33.81,2.4,4592,Australia,True
Magic Lip Gloss,Kiehl’s,Contour,139.55,2.3,5280,Japan,True
Perfect Lip Liner,Ilia Beauty,Blush,99.68,2.6,4736,Australia,True
Ultra Contour,Danessa Myricks,Mascara,112.29,3.5,7816,Italy,True
Magic Lip Liner,Glossier,Primer,128.69,4.6,7698,Japan,True
Magic Mascara,Too Faced,Eyeliner,64.83,4.4,5268,Japan,False
Divine Contour,Kylie Cosmetics,Powder,35.07,4.3,411,France,False
Divine Lip Liner,KVD Beauty,Moisturizer,68.5,4.6,4761,South Korea,True
Ultra Concealer,E.l.f.,Eye Shadow,116.52,1.2,9179,South Korea,True
Divine Bronzer,Milk Makeup,Lipstick,119.8,2.7,204,South Korea,False
Ultra Face Mask,Morphe,Cleanser,85.54,2.3,4741,Italy,True
Ultra Face Mask,Shiseido,Cleanser,72.33,3.6,9237,Italy,True
Super Lip Gloss,Anastasia Beverly Hills,Contour,22.29,4.1,4401,UK,False
Super Face Mask,RMS Beauty,Lipstick,97.53,2.4,8111,Italy,False
Ultra Cleanser,Kylie Cosmetics,Moisturizer,138.4,3.0,6958,Australia,False
Perfect Face Mask,Tarte,Setting Spray,144.28,1.8,5219,France,False
Perfect Makeup Remover,E.l.f.,Serum,133.23,1.1,2413,USA,True
Divine Contour,Farsali,Cleanser,93.18,1.0,3505,USA,True
Super Mascara,Bourjois,Primer,110.67,1.3,9361,France,True
Magic Face Oil,ColourPop,Contour,116.42,4.0,4917,France,False
Super Exfoliator,Shiseido,Cleanser,147.69,4.5,4697,Italy,True
Ultra Highlighter,Becca,Setting Spray,116.02,2.4,1247,Germany,True
Perfect Setting Spray,ColourPop,Moisturizer,81.34,4.1,9626,France,False
Ultra Blush,Make Up For Ever,Foundation,126.69,1.6,3402,Japan,True
Divine Contour,Milk Makeup,Primer,47.64,4.3,9144,Japan,False
Perfect Bronzer,Laura Mercier,Powder,129.56,3.7,2598,Australia,True
Divine Makeup Remover,Juvia’s Place,Lipstick,116.05,4.9,5804,South Korea,True
Ultra Mascara,Morphe,Lip Gloss,69.58,4.6,8364,Australia,True
Ultra CC Cream,Kiehl’s,Lip Liner,33.02,3.6,2150,USA,True
Super Moisturizer,NARS,Serum,65.03,3.0,4400,Italy,True
Perfect Lip Gloss,Tarte,Setting Spray,22.96,4.4,8936,USA,False
Divine Powder,Sisley,Setting Spray,18.46,4.8,9269,Australia,True
Divine Moisturizer,Bite Beauty,Face Mask,30.06,4.1,9808,USA,False
Ultra BB Cream,Natasha Denona,Bronzer,52.73,1.0,3062,Japan,True
Ultra Blush,Anastasia Beverly Hills,Foundation,71.73,2.1,7881,Japan,False
Divine Contour,Patrick Ta,Eyeliner,103.53,1.0,6801,USA,True
Ultra Face Mask,Morphe,Blush,46.16,4.2,7672,UK,True
Divine Lip Liner,Farsali,Powder,33.69,2.7,1437,Germany,True
Perfect Highlighter,Drunk Elephant,Setting Spray,30.41,3.0,9039,France,False
Magic Primer,Hourglass,Blush,23.82,4.9,3107,Japan,False
Super BB Cream,Patrick Ta,Eye Shadow,25.59,3.1,1366,UK,True
Ultra Eyeliner,Hourglass,Concealer,49.87,1.7,1767,South Korea,False
Super Lip Gloss,Kylie Cosmetics,Face Mask,35.22,3.7,7267,Australia,False
Super Moisturizer,Bite Beauty,Eye Shadow,31.9,4.3,8438,South Korea,False
Perfect Powder,Danessa Myricks,Powder,23.14,4.4,8558,South Korea,True
Divine Exfoliator,NARS,Blush,108.61,2.6,6667,Japan,True
Ultra Face Oil,Glossier,Bronzer,134.59,1.2,6813,USA,True
Super Powder,Bobby Brown,Makeup Remover,93.12,2.2,5880,France,True
Magic Makeup Remover,Bobby Brown,Cleanser,138.67,1.9,2935,Germany,True
